s.no,Date,Quantity,Item,Price,Invoice no.,Customer Id,City,Category,Payment_Method
6944,3/25/2025,58,1871,₹ 580.00,6944,249,Chennai,Cosmetics,Credit Card
6945,2/1/2025,83,4718,₹ 830.00,6945,133,Noida,Cosmetics,Credit Card
6946,6/28/2025,61,3805,₹ 610.00,6946,118,Bangalore,Food,Credit Card
6947,11/8/2025,27,4985,₹ 270.00,6947,497,Noida,Food,Credit Card
6948,2/9/2025,29,2162,₹ 290.00,6948,480,Pune,Electronics,Cash
6949,5/29/2025,75,3749,₹ 750.00,6949,145,Bangalore,Accessories,EMI
6950,9/23/2025,44,2639,₹ 440.00,6950,134,Chennai,Cosmetics,Debit Card
6951,4/30/2025,82,2152,₹ 820.00,6951,317,Kochi,Cosmetics,UPI
6952,10/21/2025,63,167,₹ 630.00,6952,63,Bangalore,Cosmetics,Credit Card
6953,7/8/2025,11,344,₹ 110.00,6953,90,Noida,Accessories,EMI
6954,1/19/2025,21,1702,₹ 210.00,6954,485,Kochi,Home Decor,Credit Card
6955,5/8/2025,8,1226,₹ 80.00,6955,101,Chennai,Cosmetics,Credit Card
6956,5/29/2025,89,3395,₹ 890.00,6956,224,Kochi,Cosmetics,UPI
6957,9/7/2025,61,1178,₹ 610.00,6957,366,Bangalore,Home Decor,EMI
6958,2/9/2025,53,1128,₹ 530.00,6958,467,Noida,Electronics,EMI
6959,3/29/2025,54,1186,₹ 540.00,6959,176,Pune,Home Decor,Debit Card
6960,5/9/2025,48,3784,₹ 480.00,6960,34,Noida,Food,Credit Card
6961,1/4/2025,50,3295,₹ 500.00,6961,43,Pune,Food,Cash
6962,2/14/2025,48,195,₹ 480.00,6962,482,Kochi,Cosmetics,UPI
6963,2/3/2025,38,3327,₹ 380.00,6963,443,Pune,Food,Debit Card
6964,8/3/2025,81,2091,₹ 810.00,6964,489,Pune,Home Decor,Cash
6965,5/18/2025,3,3474,₹ 30.00,6965,68,Pune,Accessories,Credit Card
6966,1/26/2025,8,4486,₹ 80.00,6966,202,Noida,Electronics,Credit Card
6967,8/24/2025,65,4295,₹ 650.00,6967,335,Chennai,Home Decor,EMI
6968,3/5/2025,19,1688,₹ 190.00,6968,207,Pune,Food,Cash
6969,2/10/2025,36,259,₹ 360.00,6969,31,Chennai,Food,UPI
6970,9/27/2025,15,159,₹ 150.00,6970,294,Kochi,Accessories,Cash
6971,10/15/2025,1,4393,₹ 10.00,6971,330,Chennai,Home Decor,UPI
6972,9/12/2025,48,4373,₹ 480.00,6972,191,Pune,Cosmetics,Debit Card
6973,5/5/2025,73,4954,₹ 730.00,6973,129,Pune,Accessories,Cash
6974,4/26/2025,5,585,₹ 50.00,6974,66,Pune,Food,Credit Card
6975,5/26/2025,65,4774,₹ 650.00,6975,322,Pune,Cosmetics,Cash
6976,10/10/2025,25,2508,₹ 250.00,6976,387,Kochi,Electronics,Cash
6977,7/5/2025,52,2097,₹ 520.00,6977,277,Noida,Food,Credit Card
6978,11/12/2025,46,1733,₹ 460.00,6978,77,Chennai,Cosmetics,Cash
6979,7/10/2025,83,424,₹ 830.00,6979,113,Pune,Cosmetics,UPI
6980,6/7/2025,59,129,₹ 590.00,6980,485,Noida,Food,Credit Card
6981,7/18/2025,86,35,₹ 860.00,6981,317,Pune,Accessories,EMI
6982,3/10/2025,13,721,₹ 130.00,6982,173,Chennai,Cosmetics,Debit Card
6983,6/18/2025,71,3835,₹ 710.00,6983,371,Chennai,Accessories,Credit Card
6984,10/13/2025,85,1591,₹ 850.00,6984,244,Pune,Cosmetics,Cash
6985,7/23/2025,91,1625,₹ 910.00,6985,265,Noida,Electronics,Credit Card
6986,3/8/2025,64,2820,₹ 640.00,6986,47,Pune,Food,Cash
6987,6/26/2025,62,3749,₹ 620.00,6987,420,Noida,Electronics,Cash
6988,8/10/2025,23,919,₹ 230.00,6988,486,Noida,Electronics,Credit Card
6989,4/27/2025,7,1765,₹ 70.00,6989,33,Chennai,Cosmetics,EMI
6990,9/14/2025,10,4161,₹ 100.00,6990,492,Chennai,Electronics,UPI
6991,6/18/2025,86,3010,₹ 860.00,6991,344,Noida,Food,UPI
6992,1/27/2025,75,3794,₹ 750.00,6992,441,Kochi,Food,UPI
6993,9/1/2025,85,1147,₹ 850.00,6993,356,Chennai,Food,EMI
6994,3/18/2025,74,4713,₹ 740.00,6994,14,Noida,Home Decor,Credit Card
6995,8/11/2025,100,124,"₹ 1,000.00",6995,350,Kochi,Food,EMI
6996,5/7/2025,79,4329,₹ 790.00,6996,297,Kochi,Cosmetics,Credit Card
6997,9/13/2025,95,103,₹ 950.00,6997,222,Bangalore,Home Decor,Debit Card
6998,4/8/2025,25,936,₹ 250.00,6998,315,Chennai,Cosmetics,Credit Card
6999,6/12/2025,37,3289,₹ 370.00,6999,382,Bangalore,Home Decor,Cash
7000,2/28/2025,62,1136,₹ 620.00,7000,1,Chennai,Food,Credit Card
7001,10/14/2025,59,2061,₹ 590.00,7001,254,Bangalore,Home Decor,UPI
7002,3/10/2025,66,1222,₹ 660.00,7002,75,Kochi,Home Decor,Credit Card
7003,8/20/2025,54,4604,₹ 540.00,7003,449,Noida,Accessories,Cash
7004,1/10/2025,92,4171,₹ 920.00,7004,168,Kochi,Home Decor,EMI
7005,8/19/2025,8,1929,₹ 80.00,7005,190,Pune,Cosmetics,Cash
7006,2/7/2025,14,1861,₹ 140.00,7006,460,Bangalore,Home Decor,UPI
7007,4/29/2025,74,661,₹ 740.00,7007,350,Chennai,Cosmetics,UPI
7008,5/17/2025,21,2173,₹ 210.00,7008,130,Bangalore,Food,Debit Card
7009,6/10/2025,50,3762,₹ 500.00,7009,259,Chennai,Cosmetics,Debit Card
7010,8/24/2025,93,3439,₹ 930.00,7010,372,Noida,Accessories,UPI
7011,2/6/2025,98,3341,₹ 980.00,7011,123,Chennai,Food,EMI
7012,3/20/2025,70,2331,₹ 700.00,7012,442,Noida,Home Decor,UPI
7013,10/28/2025,59,1744,₹ 590.00,7013,430,Chennai,Food,UPI
7014,4/28/2025,54,3906,₹ 540.00,7014,170,Chennai,Food,EMI
7015,10/8/2025,32,4967,₹ 320.00,7015,150,Kochi,Accessories,Cash
7016,8/24/2025,58,135,₹ 580.00,7016,287,Bangalore,Home Decor,UPI
7017,7/26/2025,31,2328,₹ 310.00,7017,256,Pune,Food,Debit Card
7018,9/25/2025,98,4962,₹ 980.00,7018,391,Bangalore,Accessories,Credit Card
7019,2/24/2025,11,2041,₹ 110.00,7019,2,Kochi,Cosmetics,Credit Card
7020,8/2/2025,91,784,₹ 910.00,7020,392,Pune,Food,Cash
7021,10/29/2025,21,370,₹ 210.00,7021,64,Bangalore,Electronics,UPI
7022,4/14/2025,87,696,₹ 870.00,7022,242,Noida,Accessories,UPI
7023,3/5/2025,85,4111,₹ 850.00,7023,145,Noida,Home Decor,Cash
7024,7/3/2025,67,1164,₹ 670.00,7024,99,Bangalore,Electronics,EMI
7025,6/2/2025,8,4368,₹ 80.00,7025,230,Noida,Electronics,Credit Card
7026,2/11/2025,61,1398,₹ 610.00,7026,471,Kochi,Cosmetics,Debit Card
7027,5/6/2025,13,4295,₹ 130.00,7027,430,Kochi,Cosmetics,Cash
7028,6/4/2025,58,1419,₹ 580.00,7028,93,Pune,Food,Debit Card
7029,2/2/2025,90,2257,₹ 900.00,7029,170,Chennai,Electronics,Debit Card
7030,7/7/2025,59,4111,₹ 590.00,7030,484,Chennai,Food,UPI
7031,7/12/2025,100,1381,"₹ 1,000.00",7031,172,Chennai,Accessories,Credit Card
7032,2/22/2025,69,2141,₹ 690.00,7032,395,Noida,Cosmetics,UPI
7033,8/12/2025,42,1119,₹ 420.00,7033,90,Noida,Electronics,UPI
7034,1/20/2025,28,4653,₹ 280.00,7034,421,Pune,Electronics,Credit Card
7035,3/31/2025,2,2776,₹ 20.00,7035,5,Pune,Home Decor,Credit Card
7036,4/12/2025,94,1422,₹ 940.00,7036,193,Pune,Accessories,UPI
7037,4/3/2025,60,1384,₹ 600.00,7037,183,Chennai,Food,Debit Card
7038,6/12/2025,5,2771,₹ 50.00,7038,347,Bangalore,Home Decor,Credit Card
7039,8/13/2025,50,4741,₹ 500.00,7039,21,Noida,Electronics,UPI
7040,3/22/2025,70,2021,₹ 700.00,7040,469,Chennai,Accessories,UPI
7041,2/21/2025,51,1236,₹ 510.00,7041,308,Bangalore,Electronics,EMI
7042,3/4/2025,91,2084,₹ 910.00,7042,251,Bangalore,Food,Debit Card
7043,4/14/2025,23,1530,₹ 230.00,7043,438,Bangalore,Accessories,EMI
7044,8/15/2025,41,1822,₹ 410.00,7044,188,Chennai,Cosmetics,Debit Card
7045,8/10/2025,76,3757,₹ 760.00,7045,115,Bangalore,Cosmetics,Cash
7046,1/6/2025,97,3295,₹ 970.00,7046,287,Kochi,Electronics,EMI
7047,10/4/2025,57,1020,₹ 570.00,7047,45,Bangalore,Cosmetics,Credit Card
7048,5/20/2025,61,804,₹ 610.00,7048,112,Chennai,Electronics,Debit Card
7049,4/2/2025,96,4075,₹ 960.00,7049,100,Noida,Cosmetics,Credit Card
7050,6/7/2025,36,247,₹ 360.00,7050,191,Bangalore,Food,Cash
7051,1/11/2025,16,2673,₹ 160.00,7051,83,Chennai,Cosmetics,Cash
7052,6/18/2025,82,500,₹ 820.00,7052,22,Noida,Cosmetics,Cash
7053,6/22/2025,79,4706,₹ 790.00,7053,207,Noida,Electronics,EMI
7054,6/25/2025,22,3063,₹ 220.00,7054,251,Chennai,Electronics,EMI
7055,6/29/2025,81,212,₹ 810.00,7055,50,Noida,Cosmetics,UPI
7056,1/3/2025,65,2275,₹ 650.00,7056,460,Pune,Accessories,EMI
7057,4/19/2025,76,4732,₹ 760.00,7057,385,Noida,Food,EMI
7058,6/2/2025,53,4834,₹ 530.00,7058,231,Bangalore,Accessories,EMI
7059,1/3/2025,60,3420,₹ 600.00,7059,280,Noida,Home Decor,Cash
7060,9/20/2025,74,876,₹ 740.00,7060,79,Bangalore,Cosmetics,Debit Card
7061,1/29/2025,31,4514,₹ 310.00,7061,309,Chennai,Accessories,UPI
7062,6/6/2025,88,2609,₹ 880.00,7062,125,Bangalore,Electronics,Credit Card
7063,4/28/2025,6,1628,₹ 60.00,7063,419,Bangalore,Accessories,EMI
7064,2/13/2025,57,2851,₹ 570.00,7064,343,Noida,Cosmetics,Cash
7065,1/29/2025,42,2454,₹ 420.00,7065,306,Chennai,Accessories,UPI
7066,8/9/2025,57,3448,₹ 570.00,7066,432,Chennai,Electronics,Credit Card
7067,3/11/2025,78,3528,₹ 780.00,7067,139,Noida,Electronics,Debit Card
7068,7/2/2025,74,1634,₹ 740.00,7068,282,Kochi,Home Decor,UPI
7069,4/6/2025,85,1027,₹ 850.00,7069,199,Noida,Accessories,EMI
7070,5/24/2025,51,520,₹ 510.00,7070,442,Bangalore,Electronics,Cash
7071,8/14/2025,11,3048,₹ 110.00,7071,51,Pune,Electronics,UPI
7072,8/26/2025,67,3905,₹ 670.00,7072,93,Bangalore,Home Decor,UPI
7073,5/7/2025,61,1951,₹ 610.00,7073,310,Noida,Electronics,Credit Card
7074,8/29/2025,39,3660,₹ 390.00,7074,178,Pune,Electronics,UPI
7075,6/17/2025,43,1935,₹ 430.00,7075,407,Kochi,Electronics,Credit Card
7076,4/27/2025,39,3612,₹ 390.00,7076,5,Kochi,Home Decor,Debit Card
7077,3/4/2025,93,69,₹ 930.00,7077,232,Chennai,Accessories,Credit Card
7078,9/12/2025,68,942,₹ 680.00,7078,187,Pune,Food,UPI
7079,9/30/2025,74,2650,₹ 740.00,7079,134,Bangalore,Home Decor,Debit Card
7080,5/15/2025,23,2536,₹ 230.00,7080,495,Chennai,Cosmetics,Debit Card
7081,8/8/2025,49,4313,₹ 490.00,7081,35,Chennai,Accessories,Credit Card
7082,1/24/2025,52,1944,₹ 520.00,7082,64,Noida,Cosmetics,UPI
7083,4/4/2025,72,3187,₹ 720.00,7083,446,Kochi,Accessories,Debit Card
7084,5/5/2025,72,636,₹ 720.00,7084,81,Pune,Cosmetics,Debit Card
7085,1/13/2025,72,565,₹ 720.00,7085,184,Noida,Home Decor,EMI
7086,9/19/2025,39,437,₹ 390.00,7086,140,Kochi,Accessories,Credit Card
7087,9/16/2025,95,1358,₹ 950.00,7087,375,Chennai,Food,Debit Card
7088,4/7/2025,48,1155,₹ 480.00,7088,177,Chennai,Cosmetics,UPI
7089,9/26/2025,94,3753,₹ 940.00,7089,277,Kochi,Cosmetics,Debit Card
7090,8/19/2025,56,3732,₹ 560.00,7090,397,Noida,Food,UPI
7091,6/2/2025,58,1543,₹ 580.00,7091,103,Chennai,Electronics,Credit Card
7092,8/17/2025,33,137,₹ 330.00,7092,112,Chennai,Electronics,EMI
7093,10/8/2025,80,4623,₹ 800.00,7093,8,Chennai,Accessories,Debit Card
7094,10/30/2025,98,3812,₹ 980.00,7094,480,Kochi,Electronics,UPI
7095,5/14/2025,51,4598,₹ 510.00,7095,240,Noida,Accessories,Credit Card
7096,7/18/2025,66,2146,₹ 660.00,7096,446,Bangalore,Cosmetics,Credit Card
7097,2/13/2025,76,90,₹ 760.00,7097,216,Bangalore,Cosmetics,EMI
7098,9/13/2025,60,14,₹ 600.00,7098,124,Pune,Home Decor,Credit Card
7099,8/4/2025,26,759,₹ 260.00,7099,457,Bangalore,Food,EMI
7100,1/31/2025,71,611,₹ 710.00,7100,281,Pune,Food,Cash
7101,1/19/2025,85,4093,₹ 850.00,7101,487,Kochi,Cosmetics,EMI
7102,10/13/2025,93,1301,₹ 930.00,7102,130,Kochi,Cosmetics,UPI
7103,9/13/2025,46,1089,₹ 460.00,7103,247,Kochi,Electronics,Credit Card
7104,10/27/2025,36,1863,₹ 360.00,7104,196,Pune,Cosmetics,EMI
7105,5/29/2025,38,159,₹ 380.00,7105,274,Noida,Cosmetics,Debit Card
7106,4/3/2025,3,4770,₹ 30.00,7106,319,Noida,Cosmetics,Debit Card
7107,2/6/2025,88,4899,₹ 880.00,7107,154,Pune,Cosmetics,UPI
7108,2/24/2025,4,1483,₹ 40.00,7108,325,Chennai,Home Decor,Debit Card
7109,4/26/2025,70,1361,₹ 700.00,7109,109,Kochi,Food,Debit Card
7110,6/16/2025,99,2851,₹ 990.00,7110,64,Kochi,Home Decor,Credit Card
7111,8/17/2025,89,2162,₹ 890.00,7111,324,Noida,Cosmetics,Cash
7112,6/3/2025,30,4645,₹ 300.00,7112,90,Kochi,Food,Cash
7113,4/3/2025,2,3323,₹ 20.00,7113,213,Bangalore,Food,UPI
7114,2/1/2025,68,4395,₹ 680.00,7114,453,Chennai,Home Decor,Credit Card
7115,6/22/2025,55,4840,₹ 550.00,7115,235,Noida,Food,Debit Card
7116,3/17/2025,87,2292,₹ 870.00,7116,266,Pune,Food,Cash
7117,4/3/2025,34,3059,₹ 340.00,7117,283,Chennai,Home Decor,Debit Card
7118,5/31/2025,57,4998,₹ 570.00,7118,461,Chennai,Home Decor,Credit Card
7119,2/5/2025,1,1214,₹ 10.00,7119,445,Chennai,Home Decor,EMI
7120,4/28/2025,1,3311,₹ 10.00,7120,118,Bangalore,Electronics,UPI
7121,8/4/2025,24,4673,₹ 240.00,7121,250,Pune,Food,EMI
7122,3/8/2025,59,2334,₹ 590.00,7122,471,Bangalore,Home Decor,Debit Card
7123,4/10/2025,100,3592,"₹ 1,000.00",7123,415,Chennai,Home Decor,UPI
7124,5/16/2025,88,3443,₹ 880.00,7124,499,Pune,Cosmetics,Debit Card
7125,4/15/2025,22,3592,₹ 220.00,7125,125,Kochi,Cosmetics,UPI
7126,4/7/2025,98,2097,₹ 980.00,7126,237,Chennai,Food,Cash
7127,1/9/2025,44,2326,₹ 440.00,7127,482,Kochi,Home Decor,UPI
7128,8/31/2025,72,3115,₹ 720.00,7128,301,Kochi,Cosmetics,Debit Card
7129,1/4/2025,8,540,₹ 80.00,7129,27,Chennai,Accessories,Cash
7130,3/26/2025,70,2514,₹ 700.00,7130,249,Bangalore,Cosmetics,Credit Card
7131,11/6/2025,12,4001,₹ 120.00,7131,205,Noida,Accessories,Debit Card
7132,1/1/2025,94,2692,₹ 940.00,7132,126,Noida,Food,UPI
7133,2/23/2025,52,4952,₹ 520.00,7133,157,Bangalore,Food,Cash
7134,3/6/2025,5,1556,₹ 50.00,7134,455,Kochi,Cosmetics,Credit Card
7135,6/23/2025,39,4846,₹ 390.00,7135,45,Chennai,Food,Credit Card
7136,3/17/2025,10,4988,₹ 100.00,7136,190,Kochi,Cosmetics,UPI
7137,10/5/2025,20,328,₹ 200.00,7137,316,Bangalore,Accessories,Credit Card
7138,10/23/2025,63,4711,₹ 630.00,7138,493,Kochi,Accessories,Credit Card
7139,10/23/2025,54,4072,₹ 540.00,7139,487,Chennai,Cosmetics,UPI
7140,8/9/2025,53,3533,₹ 530.00,7140,196,Chennai,Accessories,Credit Card
7141,10/10/2025,43,3212,₹ 430.00,7141,247,Kochi,Accessories,Cash
7142,3/22/2025,45,4462,₹ 450.00,7142,154,Noida,Electronics,Debit Card
7143,8/24/2025,57,4962,₹ 570.00,7143,3,Chennai,Accessories,Debit Card
7144,5/23/2025,38,323,₹ 380.00,7144,215,Noida,Electronics,Debit Card
7145,5/11/2025,69,139,₹ 690.00,7145,323,Noida,Electronics,Debit Card
7146,6/12/2025,14,3450,₹ 140.00,7146,376,Chennai,Accessories,Credit Card
7147,10/30/2025,36,353,₹ 360.00,7147,428,Kochi,Food,Cash
7148,5/12/2025,14,4230,₹ 140.00,7148,255,Chennai,Food,EMI
7149,10/19/2025,47,4587,₹ 470.00,7149,7,Pune,Accessories,Debit Card
7150,9/9/2025,17,1783,₹ 170.00,7150,214,Chennai,Electronics,Credit Card
7151,1/16/2025,11,2529,₹ 110.00,7151,453,Pune,Electronics,UPI
7152,6/15/2025,43,4353,₹ 430.00,7152,493,Pune,Electronics,UPI
7153,3/17/2025,91,1200,₹ 910.00,7153,220,Kochi,Cosmetics,Cash
7154,3/6/2025,34,214,₹ 340.00,7154,157,Kochi,Cosmetics,UPI
7155,1/31/2025,52,4565,₹ 520.00,7155,112,Kochi,Food,EMI
7156,5/23/2025,66,3046,₹ 660.00,7156,373,Chennai,Accessories,UPI
7157,4/3/2025,32,3554,₹ 320.00,7157,476,Chennai,Accessories,EMI
7158,3/2/2025,36,1472,₹ 360.00,7158,390,Bangalore,Food,EMI
7159,2/18/2025,34,3230,₹ 340.00,7159,168,Bangalore,Home Decor,UPI
7160,3/9/2025,63,1698,₹ 630.00,7160,222,Bangalore,Electronics,Credit Card
7161,1/20/2025,37,1882,₹ 370.00,7161,220,Noida,Cosmetics,UPI
7162,9/16/2025,53,3049,₹ 530.00,7162,341,Chennai,Accessories,Credit Card
7163,7/8/2025,32,1068,₹ 320.00,7163,86,Pune,Cosmetics,Cash
7164,4/29/2025,4,2719,₹ 40.00,7164,375,Noida,Electronics,Debit Card
7165,11/9/2025,15,4060,₹ 150.00,7165,265,Chennai,Electronics,Cash
7166,1/30/2025,19,2093,₹ 190.00,7166,388,Noida,Accessories,EMI
7167,4/30/2025,62,3458,₹ 620.00,7167,291,Bangalore,Cosmetics,EMI
7168,1/16/2025,25,4531,₹ 250.00,7168,345,Chennai,Food,Credit Card
7169,6/6/2025,45,230,₹ 450.00,7169,477,Kochi,Accessories,Credit Card
7170,10/3/2025,47,1370,₹ 470.00,7170,232,Noida,Electronics,Credit Card
7171,5/16/2025,62,4906,₹ 620.00,7171,481,Pune,Food,UPI
7172,3/20/2025,22,4937,₹ 220.00,7172,265,Kochi,Cosmetics,UPI
7173,6/23/2025,95,4207,₹ 950.00,7173,453,Bangalore,Electronics,UPI
7174,7/17/2025,16,1379,₹ 160.00,7174,424,Noida,Food,UPI
7175,5/1/2025,46,469,₹ 460.00,7175,92,Kochi,Food,UPI
7176,9/14/2025,5,3015,₹ 50.00,7176,338,Noida,Food,EMI
7177,8/9/2025,90,896,₹ 900.00,7177,300,Chennai,Food,Credit Card
7178,5/24/2025,84,4348,₹ 840.00,7178,215,Bangalore,Food,Cash
7179,2/19/2025,1,2062,₹ 10.00,7179,281,Kochi,Accessories,Debit Card
7180,6/5/2025,45,1527,₹ 450.00,7180,73,Kochi,Accessories,Cash
7181,1/17/2025,68,2548,₹ 680.00,7181,357,Chennai,Accessories,Cash
7182,8/30/2025,44,576,₹ 440.00,7182,319,Chennai,Cosmetics,EMI
7183,11/7/2025,13,1758,₹ 130.00,7183,480,Pune,Food,UPI
7184,8/21/2025,5,449,₹ 50.00,7184,210,Noida,Cosmetics,Debit Card
7185,10/14/2025,14,4008,₹ 140.00,7185,387,Noida,Cosmetics,Debit Card
7186,10/21/2025,97,3024,₹ 970.00,7186,33,Pune,Electronics,UPI
7187,9/11/2025,23,4557,₹ 230.00,7187,112,Pune,Accessories,UPI
7188,8/27/2025,48,2640,₹ 480.00,7188,294,Chennai,Cosmetics,Credit Card
7189,3/22/2025,29,4988,₹ 290.00,7189,449,Bangalore,Electronics,UPI
7190,4/19/2025,66,1092,₹ 660.00,7190,413,Chennai,Food,UPI
7191,5/7/2025,10,4920,₹ 100.00,7191,70,Chennai,Electronics,Debit Card
7192,1/6/2025,56,1442,₹ 560.00,7192,382,Pune,Accessories,UPI
7193,8/7/2025,75,3633,₹ 750.00,7193,129,Noida,Accessories,Debit Card
7194,9/23/2025,93,2219,₹ 930.00,7194,328,Kochi,Accessories,UPI
7195,11/6/2025,60,849,₹ 600.00,7195,178,Noida,Food,Credit Card
7196,3/15/2025,19,1298,₹ 190.00,7196,191,Pune,Home Decor,Cash
7197,1/17/2025,54,3083,₹ 540.00,7197,392,Noida,Food,UPI
7198,6/17/2025,41,1355,₹ 410.00,7198,489,Kochi,Electronics,Debit Card
7199,8/11/2025,59,272,₹ 590.00,7199,340,Chennai,Cosmetics,Debit Card
7200,8/16/2025,2,1084,₹ 20.00,7200,186,Pune,Food,Debit Card
7201,10/19/2025,8,1238,₹ 80.00,7201,393,Bangalore,Accessories,Credit Card
7202,8/16/2025,57,2552,₹ 570.00,7202,84,Bangalore,Accessories,Debit Card
7203,3/23/2025,19,2462,₹ 190.00,7203,24,Noida,Food,Cash
7204,7/11/2025,24,3822,₹ 240.00,7204,308,Kochi,Food,EMI
7205,6/13/2025,55,1472,₹ 550.00,7205,201,Noida,Home Decor,EMI
7206,6/27/2025,25,5,₹ 250.00,7206,78,Kochi,Cosmetics,Cash
7207,3/28/2025,52,2744,₹ 520.00,7207,204,Bangalore,Food,Cash
7208,4/5/2025,76,2725,₹ 760.00,7208,164,Pune,Food,Cash
7209,7/7/2025,96,913,₹ 960.00,7209,493,Bangalore,Food,Debit Card
7210,7/8/2025,67,945,₹ 670.00,7210,435,Pune,Food,EMI
7211,1/9/2025,29,2919,₹ 290.00,7211,162,Kochi,Home Decor,EMI
7212,4/5/2025,19,3134,₹ 190.00,7212,108,Noida,Electronics,EMI
7213,7/25/2025,43,4406,₹ 430.00,7213,19,Kochi,Accessories,Credit Card
7214,6/11/2025,100,1960,"₹ 1,000.00",7214,330,Pune,Home Decor,Debit Card
7215,6/6/2025,70,2338,₹ 700.00,7215,334,Bangalore,Accessories,EMI
7216,6/21/2025,56,1026,₹ 560.00,7216,327,Pune,Cosmetics,Cash
7217,4/12/2025,1,974,₹ 10.00,7217,326,Chennai,Food,UPI
7218,5/31/2025,7,2807,₹ 70.00,7218,383,Chennai,Home Decor,Debit Card
7219,7/17/2025,26,3906,₹ 260.00,7219,252,Noida,Accessories,EMI
7220,1/23/2025,86,3888,₹ 860.00,7220,295,Pune,Home Decor,EMI
7221,8/20/2025,89,1025,₹ 890.00,7221,488,Bangalore,Cosmetics,UPI
7222,3/20/2025,42,420,₹ 420.00,7222,395,Kochi,Food,EMI
7223,9/19/2025,94,80,₹ 940.00,7223,288,Pune,Food,Cash
7224,2/11/2025,55,611,₹ 550.00,7224,62,Bangalore,Home Decor,Credit Card
7225,6/17/2025,87,268,₹ 870.00,7225,184,Chennai,Food,UPI
7226,2/5/2025,1,118,₹ 10.00,7226,190,Noida,Electronics,EMI
7227,4/28/2025,82,4657,₹ 820.00,7227,144,Pune,Food,Credit Card
7228,9/4/2025,33,2505,₹ 330.00,7228,300,Chennai,Cosmetics,UPI
7229,8/10/2025,83,3858,₹ 830.00,7229,459,Bangalore,Cosmetics,UPI
7230,6/5/2025,67,1543,₹ 670.00,7230,137,Kochi,Food,Cash
7231,9/26/2025,83,4457,₹ 830.00,7231,465,Chennai,Cosmetics,Debit Card
7232,11/9/2025,63,970,₹ 630.00,7232,61,Kochi,Home Decor,Cash
7233,8/25/2025,38,91,₹ 380.00,7233,97,Kochi,Accessories,Debit Card
7234,5/25/2025,87,1974,₹ 870.00,7234,12,Bangalore,Electronics,Debit Card
7235,1/30/2025,72,3003,₹ 720.00,7235,232,Bangalore,Accessories,Debit Card
7236,5/15/2025,21,4532,₹ 210.00,7236,381,Chennai,Home Decor,Debit Card
7237,8/2/2025,72,3808,₹ 720.00,7237,33,Noida,Accessories,Cash
7238,3/10/2025,98,1459,₹ 980.00,7238,476,Kochi,Accessories,EMI
7239,6/1/2025,51,3561,₹ 510.00,7239,427,Bangalore,Home Decor,EMI
7240,11/9/2025,82,1375,₹ 820.00,7240,367,Chennai,Electronics,Debit Card
7241,5/18/2025,94,3251,₹ 940.00,7241,160,Bangalore,Home Decor,UPI
7242,1/25/2025,14,2489,₹ 140.00,7242,157,Kochi,Cosmetics,Credit Card
7243,5/1/2025,57,3699,₹ 570.00,7243,101,Pune,Food,Credit Card
7244,7/20/2025,20,1830,₹ 200.00,7244,471,Noida,Accessories,Debit Card
7245,5/15/2025,23,4560,₹ 230.00,7245,248,Bangalore,Cosmetics,UPI
7246,2/19/2025,4,4325,₹ 40.00,7246,445,Bangalore,Home Decor,EMI
7247,1/15/2025,45,4393,₹ 450.00,7247,84,Pune,Cosmetics,UPI
7248,3/10/2025,78,4266,₹ 780.00,7248,329,Bangalore,Home Decor,Debit Card
7249,2/21/2025,46,1432,₹ 460.00,7249,57,Pune,Electronics,Debit Card
7250,9/16/2025,87,182,₹ 870.00,7250,360,Pune,Electronics,Cash
7251,4/30/2025,47,99,₹ 470.00,7251,486,Chennai,Accessories,Debit Card
7252,10/24/2025,95,4851,₹ 950.00,7252,219,Bangalore,Food,Debit Card
7253,8/23/2025,89,4354,₹ 890.00,7253,310,Noida,Cosmetics,Cash
7254,2/21/2025,75,2498,₹ 750.00,7254,221,Noida,Home Decor,Debit Card
7255,8/16/2025,89,1638,₹ 890.00,7255,471,Pune,Food,Cash
7256,10/2/2025,81,1911,₹ 810.00,7256,260,Kochi,Electronics,EMI
7257,1/13/2025,10,1733,₹ 100.00,7257,497,Bangalore,Electronics,Debit Card
7258,6/7/2025,55,4536,₹ 550.00,7258,102,Noida,Cosmetics,Cash
7259,1/9/2025,12,412,₹ 120.00,7259,468,Chennai,Accessories,Debit Card
7260,11/1/2025,6,3478,₹ 60.00,7260,1,Chennai,Accessories,EMI
7261,5/27/2025,81,4883,₹ 810.00,7261,110,Chennai,Accessories,Credit Card
7262,11/6/2025,4,4624,₹ 40.00,7262,371,Kochi,Cosmetics,Cash
7263,10/23/2025,46,1646,₹ 460.00,7263,475,Noida,Food,EMI
7264,3/20/2025,42,1963,₹ 420.00,7264,181,Chennai,Cosmetics,Credit Card
7265,5/28/2025,50,530,₹ 500.00,7265,294,Bangalore,Accessories,UPI
7266,5/28/2025,2,3213,₹ 20.00,7266,448,Kochi,Home Decor,Debit Card
7267,1/12/2025,57,4120,₹ 570.00,7267,266,Pune,Cosmetics,Debit Card
7268,7/24/2025,30,1657,₹ 300.00,7268,249,Chennai,Home Decor,EMI
7269,1/22/2025,16,2293,₹ 160.00,7269,300,Pune,Electronics,EMI
7270,5/17/2025,73,1164,₹ 730.00,7270,250,Pune,Accessories,UPI
