s.no,Date,Quantity,Item,Price,Invoice no.,Customer Id
6063,14-04-2025,36,3022,₹ 360.00,6063,443
6064,06-06-2025,51,998,₹ 510.00,6064,379
6065,16-02-2025,5,4010,₹ 50.00,6065,308
6066,18-05-2025,61,1385,₹ 610.00,6066,24
6067,27-10-2025,83,759,₹ 830.00,6067,405
6068,26-02-2025,32,3004,₹ 320.00,6068,494
6069,25-09-2025,49,3173,₹ 490.00,6069,304
6070,13-08-2025,5,1634,₹ 50.00,6070,61
6071,10-04-2025,67,4181,₹ 670.00,6071,470
6072,01-02-2025,25,4832,₹ 250.00,6072,170
6073,30-07-2025,5,2888,₹ 50.00,6073,183
6074,15-04-2025,54,2102,₹ 540.00,6074,286
6075,21-09-2025,61,3923,₹ 610.00,6075,287
6076,15-05-2025,7,1864,₹ 70.00,6076,212
6077,01-01-2025,48,4215,₹ 480.00,6077,353
6078,14-10-2025,85,1765,₹ 850.00,6078,105
6079,10-10-2025,86,407,₹ 860.00,6079,378
6080,29-01-2025,92,481,₹ 920.00,6080,345
6081,24-01-2025,13,399,₹ 130.00,6081,323
6082,16-10-2025,21,1591,₹ 210.00,6082,246
6083,10-05-2025,81,4582,₹ 810.00,6083,169
6084,23-01-2025,90,3440,₹ 900.00,6084,46
6085,14-01-2025,85,140,₹ 850.00,6085,136
6086,23-07-2025,15,2353,₹ 150.00,6086,417
6087,17-07-2025,10,2500,₹ 100.00,6087,198
6088,18-04-2025,54,34,₹ 540.00,6088,182
6089,04-03-2025,36,1578,₹ 360.00,6089,188
6090,02-10-2025,75,3646,₹ 750.00,6090,57
6091,11-09-2025,20,2550,₹ 200.00,6091,331
6092,20-05-2025,91,3613,₹ 910.00,6092,72
6093,16-01-2025,54,662,₹ 540.00,6093,128
6094,09-03-2025,69,3581,₹ 690.00,6094,123
6095,18-08-2025,3,4867,₹ 30.00,6095,344
6096,04-04-2025,48,2857,₹ 480.00,6096,291
6097,23-10-2025,7,1762,₹ 70.00,6097,304
6098,17-02-2025,99,2065,₹ 990.00,6098,143
6099,19-07-2025,92,1065,₹ 920.00,6099,477
6100,25-06-2025,23,3287,₹ 230.00,6100,454
6101,20-06-2025,50,1153,₹ 500.00,6101,481
6102,03-04-2025,32,3861,₹ 320.00,6102,119
6103,09-07-2025,84,410,₹ 840.00,6103,184
6104,02-10-2025,56,942,₹ 560.00,6104,172
6105,09-10-2025,34,2437,₹ 340.00,6105,492
6106,03-02-2025,49,2331,₹ 490.00,6106,272
6107,11-11-2025,33,2509,₹ 330.00,6107,225
6108,05-11-2025,46,2892,₹ 460.00,6108,109
6109,21-01-2025,23,2477,₹ 230.00,6109,46
6110,03-11-2025,11,1466,₹ 110.00,6110,157
6111,31-05-2025,59,1984,₹ 590.00,6111,462
6112,07-04-2025,99,4226,₹ 990.00,6112,186
6113,21-05-2025,92,1346,₹ 920.00,6113,176
6114,01-08-2025,44,4604,₹ 440.00,6114,82
6115,01-08-2025,31,2383,₹ 310.00,6115,60
6116,10-05-2025,5,1949,₹ 50.00,6116,308
6117,31-08-2025,76,501,₹ 760.00,6117,214
6118,18-04-2025,71,3112,₹ 710.00,6118,3
6119,03-10-2025,72,3162,₹ 720.00,6119,462
6120,19-04-2025,25,257,₹ 250.00,6120,193
6121,08-04-2025,34,2715,₹ 340.00,6121,206
6122,09-07-2025,9,3020,₹ 90.00,6122,331
6123,29-10-2025,1,2486,₹ 10.00,6123,349
6124,13-03-2025,72,4630,₹ 720.00,6124,440
6125,22-07-2025,29,2530,₹ 290.00,6125,347
6126,19-03-2025,39,3404,₹ 390.00,6126,485
6127,27-05-2025,33,4873,₹ 330.00,6127,462
6128,13-07-2025,22,2371,₹ 220.00,6128,66
6129,21-01-2025,90,3018,₹ 900.00,6129,98
6130,12-11-2025,55,1741,₹ 550.00,6130,142
6131,29-08-2025,41,2391,₹ 410.00,6131,395
6132,09-09-2025,75,1,₹ 750.00,6132,7
6133,16-09-2025,14,3406,₹ 140.00,6133,416
6134,11-02-2025,8,3525,₹ 80.00,6134,343
6135,01-06-2025,43,4181,₹ 430.00,6135,489
6136,25-01-2025,66,3951,₹ 660.00,6136,28
6137,04-04-2025,35,3637,₹ 350.00,6137,433
6138,16-10-2025,25,720,₹ 250.00,6138,155
6139,03-07-2025,77,480,₹ 770.00,6139,124
6140,07-06-2025,86,3054,₹ 860.00,6140,280
6141,24-09-2025,100,3474,₹ 900.00,6141,363
6142,20-08-2025,5,1980,₹ 50.00,6142,125
6143,09-09-2025,12,4643,₹ 120.00,6143,497
6144,16-07-2025,14,4879,₹ 140.00,6144,350
6145,10-06-2025,50,418,₹ 500.00,6145,481
6146,26-07-2025,15,902,₹ 150.00,6146,482
6147,14-07-2025,77,2617,₹ 770.00,6147,19
6148,19-05-2025,70,204,₹ 700.00,6148,97
6149,28-07-2025,5,646,₹ 50.00,6149,362
6150,09-04-2025,99,3512,₹ 990.00,6150,203
6151,13-05-2025,24,1600,₹ 240.00,6151,46
6152,10-11-2025,7,3482,₹ 70.00,6152,493
6153,23-03-2025,23,6,₹ 230.00,6153,350
6154,20-02-2025,86,3782,₹ 860.00,6154,477
6155,15-05-2025,53,4036,₹ 530.00,6155,84
6156,18-10-2025,69,3266,₹ 690.00,6156,484
6157,05-08-2025,98,3378,₹ 980.00,6157,338
6158,12-04-2025,26,411,₹ 260.00,6158,319
6159,20-07-2025,89,4216,₹ 890.00,6159,10
6160,03-10-2025,44,3383,₹ 440.00,6160,86
6161,19-07-2025,1,345,₹ 10.00,6161,318
6162,09-10-2025,66,1586,₹ 660.00,6162,188
6163,18-07-2025,58,4994,₹ 580.00,6163,368
6164,04-07-2025,59,4995,₹ 590.00,6164,290
6165,21-02-2025,95,3199,₹ 950.00,6165,250
6166,12-07-2025,53,1146,₹ 530.00,6166,465
6167,01-09-2025,94,3169,₹ 940.00,6167,54
6168,01-02-2025,86,3864,₹ 860.00,6168,431
6169,22-07-2025,6,3419,₹ 60.00,6169,339
6170,28-03-2025,79,3751,₹ 790.00,6170,293
6171,20-09-2025,96,2058,₹ 960.00,6171,125
6172,26-05-2025,26,3377,₹ 260.00,6172,468
6173,01-05-2025,42,226,₹ 420.00,6173,456
6174,03-01-2025,50,3290,₹ 500.00,6174,428
6175,20-02-2025,16,969,₹ 160.00,6175,134
6176,21-05-2025,67,320,₹ 670.00,6176,274
6177,23-09-2025,54,2004,₹ 540.00,6177,17
6178,03-04-2025,4,512,₹ 40.00,6178,36
6179,21-05-2025,39,2033,₹ 390.00,6179,39
6180,31-05-2025,87,70,₹ 870.00,6180,143
6181,23-05-2025,27,2515,₹ 270.00,6181,94
6182,20-05-2025,27,124,₹ 270.00,6182,337
6183,10-07-2025,89,3863,₹ 890.00,6183,142
6184,22-06-2025,19,1103,₹ 190.00,6184,223
6185,23-03-2025,30,1594,₹ 300.00,6185,254
6186,11-04-2025,83,4865,₹ 830.00,6186,290
6187,24-10-2025,45,766,₹ 450.00,6187,373
6188,19-08-2025,70,645,₹ 700.00,6188,201
6189,21-08-2025,47,4854,₹ 470.00,6189,387
6190,12-10-2025,44,640,₹ 440.00,6190,198
6191,21-07-2025,93,3434,₹ 930.00,6191,111
6192,04-02-2025,38,508,₹ 380.00,6192,38
6193,08-10-2025,12,1641,₹ 120.00,6193,306
6194,19-01-2025,67,4554,₹ 670.00,6194,120
6195,02-07-2025,78,1784,₹ 780.00,6195,94
6196,29-04-2025,94,3039,₹ 940.00,6196,407
6197,09-07-2025,24,4084,₹ 240.00,6197,417
6198,07-09-2025,36,2965,₹ 360.00,6198,25
6199,20-06-2025,22,1936,₹ 220.00,6199,370
6200,15-07-2025,5,4802,₹ 50.00,6200,84
6201,16-05-2025,7,332,₹ 70.00,6201,253
6202,17-02-2025,42,538,₹ 420.00,6202,301
6203,14-02-2025,73,1639,₹ 730.00,6203,215
6204,03-01-2025,4,603,₹ 40.00,6204,67
6205,14-04-2025,37,3677,₹ 370.00,6205,266
6206,26-09-2025,20,4180,₹ 200.00,6206,245
6207,01-08-2025,31,4325,₹ 310.00,6207,291
6208,29-07-2025,35,2828,₹ 350.00,6208,459
6209,20-03-2025,65,874,₹ 650.00,6209,139
6210,22-05-2025,21,4587,₹ 210.00,6210,15
6211,03-03-2025,13,4180,₹ 130.00,6211,16
6212,04-05-2025,69,4647,₹ 690.00,6212,456
6213,26-04-2025,55,407,₹ 550.00,6213,236
6214,11-07-2025,44,1307,₹ 440.00,6214,288
6215,13-07-2025,71,2008,₹ 710.00,6215,464
6216,17-08-2025,14,33,₹ 140.00,6216,327
6217,13-03-2025,18,327,₹ 180.00,6217,35
6218,01-09-2025,56,323,₹ 560.00,6218,63
6219,10-05-2025,12,1266,₹ 120.00,6219,436
6220,14-01-2025,33,2091,₹ 330.00,6220,386
6221,20-08-2025,51,904,₹ 510.00,6221,329
6222,07-06-2025,1,3527,₹ 10.00,6222,98
6223,16-01-2025,9,2301,₹ 90.00,6223,129
6224,31-07-2025,28,1055,₹ 280.00,6224,437
6225,22-09-2025,24,2450,₹ 240.00,6225,294
6226,12-05-2025,92,3816,₹ 920.00,6226,440
6227,27-07-2025,32,3009,₹ 320.00,6227,22
6228,01-04-2025,29,3113,₹ 290.00,6228,131
6229,29-05-2025,74,1044,₹ 740.00,6229,295
6230,12-08-2025,48,2902,₹ 480.00,6230,26
6231,29-03-2025,3,2373,₹ 30.00,6231,120
6232,15-10-2025,89,2912,₹ 890.00,6232,300
6233,21-03-2025,61,4909,₹ 610.00,6233,426
6234,21-09-2025,9,1003,₹ 90.00,6234,128
6235,22-06-2025,19,234,₹ 190.00,6235,355
6236,25-01-2025,6,3741,₹ 60.00,6236,453
6237,26-05-2025,44,1526,₹ 440.00,6237,209
6238,01-03-2025,81,851,₹ 810.00,6238,33
6239,11-01-2025,40,4142,₹ 400.00,6239,468
6240,05-05-2025,3,4475,₹ 30.00,6240,114
6241,23-09-2025,84,854,₹ 840.00,6241,391
6242,10-05-2025,43,4492,₹ 430.00,6242,444
6243,07-10-2025,87,1710,₹ 870.00,6243,159
6244,09-05-2025,53,4034,₹ 530.00,6244,115
6245,09-10-2025,70,1403,₹ 700.00,6245,12
6246,05-03-2025,96,2365,₹ 960.00,6246,245
6247,27-02-2025,97,1973,₹ 970.00,6247,384
6248,09-01-2025,30,1975,₹ 300.00,6248,294
6249,11-03-2025,61,2512,₹ 610.00,6249,491
6250,17-07-2025,13,1449,₹ 130.00,6250,205
6251,27-05-2025,50,3388,₹ 500.00,6251,9
6252,30-08-2025,23,151,₹ 230.00,6252,193
6253,25-04-2025,86,1908,₹ 860.00,6253,70
6254,20-01-2025,14,2097,₹ 140.00,6254,238
6255,08-01-2025,13,2090,₹ 130.00,6255,5
6256,17-03-2025,79,1071,₹ 790.00,6256,494
6257,17-10-2025,4,3264,₹ 40.00,6257,297
6258,24-03-2025,22,1219,₹ 220.00,6258,355
6259,01-10-2025,54,1141,₹ 540.00,6259,247
6260,05-08-2025,23,488,₹ 230.00,6260,419
6261,04-01-2025,90,646,₹ 900.00,6261,338
6262,15-09-2025,92,385,₹ 920.00,6262,365
6263,09-05-2025,65,1741,₹ 650.00,6263,347
6264,12-10-2025,31,1784,₹ 310.00,6264,184
6265,16-01-2025,44,2900,₹ 440.00,6265,394
6266,27-02-2025,32,4701,₹ 320.00,6266,126
6267,12-11-2025,78,4326,₹ 780.00,6267,449
6268,17-07-2025,37,1331,₹ 370.00,6268,281
6269,10-10-2025,74,3665,₹ 740.00,6269,44
6270,29-09-2025,5,4376,₹ 50.00,6270,325
6271,25-04-2025,29,2922,₹ 290.00,6271,168
6272,26-02-2025,70,4573,₹ 700.00,6272,272
6273,12-03-2025,38,2109,₹ 380.00,6273,477
6274,09-02-2025,31,4078,₹ 310.00,6274,322
6275,16-02-2025,50,1793,₹ 500.00,6275,123
6276,17-08-2025,72,2556,₹ 720.00,6276,398
6277,15-10-2025,15,4520,₹ 150.00,6277,285
6278,05-01-2025,45,2684,₹ 450.00,6278,493
6279,12-02-2025,66,3076,₹ 660.00,6279,226
6280,15-04-2025,30,2280,₹ 300.00,6280,381
6281,30-06-2025,41,4147,₹ 410.00,6281,50
6282,04-02-2025,91,2462,₹ 910.00,6282,399
6283,30-07-2025,74,4272,₹ 740.00,6283,143
6284,30-01-2025,71,1728,₹ 710.00,6284,186
6285,08-02-2025,35,3593,₹ 350.00,6285,381
6286,02-02-2025,5,1431,₹ 50.00,6286,433
6287,07-11-2025,43,1456,₹ 430.00,6287,83
6288,13-09-2025,46,4429,₹ 460.00,6288,455
6289,09-07-2025,87,4363,₹ 870.00,6289,72
6290,15-08-2025,9,3320,₹ 90.00,6290,269
6291,22-09-2025,53,4386,₹ 530.00,6291,43
6292,13-01-2025,95,1366,₹ 950.00,6292,73
6293,21-01-2025,52,1183,₹ 520.00,6293,378
6294,29-07-2025,8,2504,₹ 80.00,6294,406
6295,18-01-2025,10,4710,₹ 100.00,6295,97
6296,19-04-2025,92,1384,₹ 920.00,6296,404
6297,24-10-2025,39,3126,₹ 390.00,6297,395
6298,02-10-2025,24,2050,₹ 240.00,6298,268
6299,12-01-2025,80,4828,₹ 800.00,6299,311
6300,10-03-2025,33,2330,₹ 330.00,6300,401
6301,25-04-2025,42,2950,₹ 420.00,6301,151
6302,25-07-2025,62,3326,₹ 620.00,6302,411
6303,27-04-2025,81,2328,₹ 810.00,6303,473
6304,16-07-2025,35,1385,₹ 350.00,6304,185
6305,30-01-2025,99,14,₹ 990.00,6305,105
6306,17-09-2025,69,2678,₹ 690.00,6306,247
6307,04-04-2025,8,4139,₹ 80.00,6307,297
6308,29-05-2025,37,4595,₹ 370.00,6308,17
6309,11-11-2025,48,3328,₹ 480.00,6309,321
6310,06-07-2025,44,4049,₹ 440.00,6310,414
6311,09-05-2025,78,3376,₹ 780.00,6311,118
6312,07-07-2025,21,83,₹ 210.00,6312,291
6313,17-05-2025,56,2084,₹ 560.00,6313,178
6314,20-03-2025,58,4893,₹ 580.00,6314,201
6315,06-08-2025,31,743,₹ 310.00,6315,496
6316,05-09-2025,33,4978,₹ 330.00,6316,99
6317,11-01-2025,24,4456,₹ 240.00,6317,70
6318,08-08-2025,31,3168,₹ 310.00,6318,448
6319,22-04-2025,88,2530,₹ 880.00,6319,476
6320,25-05-2025,78,2764,₹ 780.00,6320,90
6321,21-07-2025,66,1821,₹ 660.00,6321,462
6322,23-10-2025,88,2565,₹ 880.00,6322,289
6323,08-09-2025,55,1717,₹ 550.00,6323,311
6324,01-08-2025,18,3730,₹ 180.00,6324,203
6325,15-06-2025,25,3248,₹ 250.00,6325,290
6326,04-04-2025,45,2600,₹ 450.00,6326,493
6327,14-08-2025,56,58,₹ 560.00,6327,155
6328,28-05-2025,17,4049,₹ 170.00,6328,121
6329,01-02-2025,23,3395,₹ 230.00,6329,142
6330,17-10-2025,57,4611,₹ 570.00,6330,397
6331,14-04-2025,87,1716,₹ 870.00,6331,27
6332,05-04-2025,68,3158,₹ 680.00,6332,383
6333,24-10-2025,62,2284,₹ 620.00,6333,21
6334,11-10-2025,7,2403,₹ 70.00,6334,212
6335,03-09-2025,24,2885,₹ 240.00,6335,63
6336,03-06-2025,57,1657,₹ 570.00,6336,315
6337,24-03-2025,17,3439,₹ 170.00,6337,453
6338,27-01-2025,83,554,₹ 830.00,6338,81
6339,11-04-2025,42,1893,₹ 420.00,6339,479
6340,30-04-2025,20,3664,₹ 200.00,6340,388
6341,23-05-2025,24,4823,₹ 240.00,6341,166
6342,29-01-2025,32,3711,₹ 320.00,6342,112
6343,11-11-2025,71,3536,₹ 710.00,6343,288
6344,12-05-2025,23,4422,₹ 230.00,6344,450
6345,30-08-2025,41,811,₹ 410.00,6345,67
6346,08-06-2025,21,3485,₹ 210.00,6346,349
6347,20-03-2025,92,1736,₹ 920.00,6347,357
6348,01-11-2025,39,418,₹ 390.00,6348,460
6349,03-08-2025,4,3295,₹ 40.00,6349,178
6350,02-05-2025,61,1561,₹ 610.00,6350,103
6351,02-01-2025,24,4274,₹ 240.00,6351,262
6352,12-02-2025,50,4613,₹ 500.00,6352,361
6353,15-07-2025,46,2722,₹ 460.00,6353,408
6354,18-10-2025,67,4286,₹ 670.00,6354,284
6355,28-08-2025,66,4607,₹ 660.00,6355,421
6356,22-02-2025,12,921,₹ 120.00,6356,479
6357,06-10-2025,86,1799,₹ 860.00,6357,67
6358,26-10-2025,56,3141,₹ 560.00,6358,367
6359,01-05-2025,81,3772,₹ 810.00,6359,337
6360,22-05-2025,31,4667,₹ 310.00,6360,292
6361,16-03-2025,78,2878,₹ 780.00,6361,154
6362,06-01-2025,80,4184,₹ 800.00,6362,381
6363,21-01-2025,12,4503,₹ 120.00,6363,187
6364,19-09-2025,19,4937,₹ 190.00,6364,5
6365,11-09-2025,15,1697,₹ 150.00,6365,344
6366,26-08-2025,75,1611,₹ 750.00,6366,319
6367,19-08-2025,22,1769,₹ 220.00,6367,55
6368,06-08-2025,5,3151,₹ 50.00,6368,411
6369,10-10-2025,97,50,₹ 970.00,6369,88
6370,09-11-2025,11,4955,₹ 110.00,6370,212
6371,15-08-2025,17,2525,₹ 170.00,6371,160
6372,27-06-2025,8,276,₹ 80.00,6372,370
6373,26-02-2025,92,4345,₹ 920.00,6373,448
6374,24-05-2025,45,903,₹ 450.00,6374,481
6375,22-08-2025,39,4174,₹ 390.00,6375,424
6376,04-10-2025,71,4209,₹ 710.00,6376,124
6377,16-01-2025,73,4907,₹ 730.00,6377,107
6378,29-05-2025,62,1429,₹ 620.00,6378,268
6379,20-07-2025,86,1108,₹ 860.00,6379,328
6380,07-07-2025,71,244,₹ 710.00,6380,189
6381,22-02-2025,95,3297,₹ 950.00,6381,170
6382,29-03-2025,87,1273,₹ 870.00,6382,366
6383,04-04-2025,48,3655,₹ 480.00,6383,385
6384,07-04-2025,5,1858,₹ 50.00,6384,106
6385,20-04-2025,1,107,₹ 10.00,6385,13
6386,30-01-2025,51,3534,₹ 510.00,6386,171
6387,02-09-2025,4,4272,₹ 40.00,6387,275
6388,30-10-2025,100,4537,₹ 900.00,6388,250
6389,13-03-2025,19,3620,₹ 190.00,6389,20
6390,19-08-2025,38,1411,₹ 380.00,6390,5
6391,05-01-2025,8,3044,₹ 80.00,6391,299
6392,06-08-2025,51,2873,₹ 510.00,6392,293
6393,21-08-2025,93,3242,₹ 930.00,6393,205
6394,12-02-2025,54,1187,₹ 540.00,6394,422
6395,09-02-2025,39,1177,₹ 390.00,6395,471
6396,22-02-2025,93,3120,₹ 930.00,6396,300
6397,27-07-2025,88,4079,₹ 880.00,6397,29
6398,08-11-2025,31,1608,₹ 310.00,6398,294
6399,02-07-2025,52,3434,₹ 520.00,6399,244
6400,12-08-2025,90,1161,₹ 900.00,6400,312
6401,05-05-2025,22,2986,₹ 220.00,6401,356
6402,07-11-2025,12,2236,₹ 120.00,6402,468
6403,19-04-2025,1,86,₹ 10.00,6403,194
6404,16-10-2025,26,3102,₹ 260.00,6404,364
6405,25-08-2025,44,2847,₹ 440.00,6405,317
6406,26-01-2025,20,2540,₹ 200.00,6406,322
6407,18-05-2025,28,1990,₹ 280.00,6407,75
6408,13-04-2025,7,3071,₹ 70.00,6408,110
6409,15-04-2025,64,1417,₹ 640.00,6409,74
6410,07-07-2025,27,2737,₹ 270.00,6410,27
6411,04-05-2025,88,3020,₹ 880.00,6411,189
6412,23-07-2025,90,3828,₹ 900.00,6412,359
6413,08-03-2025,49,2804,₹ 490.00,6413,355
6414,08-04-2025,38,430,₹ 380.00,6414,50
6415,21-04-2025,45,1071,₹ 450.00,6415,312
6416,28-10-2025,56,4245,₹ 560.00,6416,499
6417,21-03-2025,12,4956,₹ 120.00,6417,338
6418,13-07-2025,1,84,₹ 10.00,6418,420
6419,27-05-2025,96,320,₹ 960.00,6419,453
6420,11-02-2025,89,1753,₹ 890.00,6420,120
6421,06-03-2025,15,2717,₹ 150.00,6421,183
6422,29-10-2025,10,2150,₹ 100.00,6422,461
6423,24-01-2025,91,2207,₹ 910.00,6423,90
6424,26-05-2025,17,2072,₹ 170.00,6424,172
6425,23-08-2025,15,3860,₹ 150.00,6425,277
6426,10-08-2025,12,4279,₹ 120.00,6426,269
6427,16-08-2025,11,3028,₹ 110.00,6427,206
6428,19-04-2025,69,533,₹ 690.00,6428,142
6429,04-10-2025,30,1463,₹ 300.00,6429,110
6430,08-03-2025,4,4597,₹ 40.00,6430,412
6431,09-03-2025,27,4568,₹ 270.00,6431,133
6432,04-02-2025,97,493,₹ 970.00,6432,241
6433,01-07-2025,22,1543,₹ 220.00,6433,270
6434,20-05-2025,28,457,₹ 280.00,6434,461
6435,09-03-2025,14,1417,₹ 140.00,6435,163
6436,17-08-2025,1,3866,₹ 10.00,6436,146
6437,18-01-2025,41,3487,₹ 410.00,6437,39
6438,06-04-2025,99,1001,₹ 990.00,6438,263
6439,19-01-2025,78,1579,₹ 780.00,6439,370
6440,17-09-2025,88,85,₹ 880.00,6440,149
6441,28-08-2025,74,4072,₹ 740.00,6441,269
6442,03-02-2025,50,1310,₹ 500.00,6442,342
6443,12-07-2025,78,3981,₹ 780.00,6443,37
6444,24-09-2025,68,1994,₹ 680.00,6444,74
6445,21-01-2025,13,945,₹ 130.00,6445,450
6446,28-06-2025,39,4270,₹ 390.00,6446,12
6447,21-02-2025,92,488,₹ 920.00,6447,387
6448,15-01-2025,89,1627,₹ 890.00,6448,1
6449,08-03-2025,51,1620,₹ 510.00,6449,400
6450,27-08-2025,44,1230,₹ 440.00,6450,411
6451,17-04-2025,56,2665,₹ 560.00,6451,274
6452,22-06-2025,22,2146,₹ 220.00,6452,199
6453,05-05-2025,25,2295,₹ 250.00,6453,93
6454,14-01-2025,58,3130,₹ 580.00,6454,66
6455,20-06-2025,99,3642,₹ 990.00,6455,458
6456,02-09-2025,42,3668,₹ 420.00,6456,316
6457,25-01-2025,35,3320,₹ 350.00,6457,298
6458,12-06-2025,15,2020,₹ 150.00,6458,319
6459,25-03-2025,13,787,₹ 130.00,6459,82
6460,09-11-2025,33,2156,₹ 330.00,6460,23
6461,11-08-2025,12,1953,₹ 120.00,6461,271
6462,23-05-2025,13,2513,₹ 130.00,6462,485
6463,29-03-2025,74,3324,₹ 740.00,6463,283
6464,27-03-2025,85,8,₹ 850.00,6464,271
6465,24-08-2025,78,3949,₹ 780.00,6465,251
6466,10-10-2025,25,3172,₹ 250.00,6466,76
6467,28-10-2025,41,927,₹ 410.00,6467,396
6468,10-09-2025,69,1022,₹ 690.00,6468,18
6469,13-04-2025,86,800,₹ 860.00,6469,171
6470,24-04-2025,22,4920,₹ 220.00,6470,343
6471,11-11-2025,22,3840,₹ 220.00,6471,8
6472,08-01-2025,12,43,₹ 120.00,6472,101
6473,30-04-2025,1,69,₹ 10.00,6473,463
6474,10-11-2025,66,313,₹ 660.00,6474,328
6475,16-03-2025,88,2639,₹ 880.00,6475,176
6476,05-04-2025,82,613,₹ 820.00,6476,269
6477,05-03-2025,19,4680,₹ 190.00,6477,491
6478,26-08-2025,34,3017,₹ 340.00,6478,124
6479,09-07-2025,78,1178,₹ 780.00,6479,422
6480,27-10-2025,3,4207,₹ 30.00,6480,83
6481,06-09-2025,30,4303,₹ 300.00,6481,423
6482,04-06-2025,48,522,₹ 480.00,6482,333
6483,22-01-2025,57,2300,₹ 570.00,6483,294
6484,17-04-2025,87,2445,₹ 870.00,6484,123
6485,23-05-2025,8,3533,₹ 80.00,6485,436
6486,15-08-2025,36,1820,₹ 360.00,6486,432
6487,17-05-2025,42,1718,₹ 420.00,6487,177
6488,14-05-2025,33,181,₹ 330.00,6488,228
6489,29-07-2025,43,978,₹ 430.00,6489,450
6490,22-08-2025,93,857,₹ 930.00,6490,179
6491,03-02-2025,47,573,₹ 470.00,6491,433
6492,29-06-2025,64,3980,₹ 640.00,6492,40
6493,03-09-2025,38,2463,₹ 380.00,6493,94
6494,12-09-2025,96,4611,₹ 960.00,6494,235
6495,11-11-2025,27,457,₹ 270.00,6495,137
6496,28-10-2025,6,4961,₹ 60.00,6496,340
6497,24-09-2025,90,4334,₹ 900.00,6497,384
6498,10-11-2025,48,2724,₹ 480.00,6498,192
6499,30-10-2025,93,3813,₹ 930.00,6499,420
6500,30-07-2025,90,1720,₹ 900.00,6500,389
6501,12-10-2025,8,2953,₹ 80.00,6501,42
6502,24-06-2025,30,2532,₹ 300.00,6502,493
6503,22-02-2025,81,1953,₹ 810.00,6503,391
6504,02-01-2025,17,4758,₹ 170.00,6504,316
6505,12-07-2025,1,4944,₹ 10.00,6505,41
6506,12-04-2025,96,1941,₹ 960.00,6506,291
6507,05-02-2025,20,1561,₹ 200.00,6507,498
6508,16-08-2025,42,3870,₹ 420.00,6508,311
6509,28-07-2025,63,4351,₹ 630.00,6509,247
6510,13-01-2025,85,125,₹ 850.00,6510,198
6511,22-06-2025,87,1922,₹ 870.00,6511,424
6512,21-01-2025,81,416,₹ 810.00,6512,303
6513,04-01-2025,27,3083,₹ 270.00,6513,329
6514,20-10-2025,64,1727,₹ 640.00,6514,74
6515,22-06-2025,34,2760,₹ 340.00,6515,178
6516,02-07-2025,46,1767,₹ 460.00,6516,292
6517,06-09-2025,87,1152,₹ 870.00,6517,143
6518,06-03-2025,37,3358,₹ 370.00,6518,480
6519,27-06-2025,79,3124,₹ 790.00,6519,38
6520,10-05-2025,25,3439,₹ 250.00,6520,459
6521,16-01-2025,87,3359,₹ 870.00,6521,163
6522,14-06-2025,94,4540,₹ 940.00,6522,345
6523,22-02-2025,49,4833,₹ 490.00,6523,359
6524,22-06-2025,11,3475,₹ 110.00,6524,393
6525,24-01-2025,26,1033,₹ 260.00,6525,408
6526,28-07-2025,8,4707,₹ 80.00,6526,359
6527,04-04-2025,14,4837,₹ 140.00,6527,420
6528,20-07-2025,36,1025,₹ 360.00,6528,177
6529,15-05-2025,91,2688,₹ 910.00,6529,240
6530,20-06-2025,46,1836,₹ 460.00,6530,275
6531,12-08-2025,31,2502,₹ 310.00,6531,92
6532,15-06-2025,53,181,₹ 530.00,6532,463
6533,04-05-2025,91,2694,₹ 910.00,6533,3
6534,14-07-2025,1,145,₹ 10.00,6534,365
6535,26-09-2025,52,1745,₹ 520.00,6535,373
6536,01-02-2025,66,1644,₹ 660.00,6536,496
6537,08-07-2025,83,4080,₹ 830.00,6537,385
6538,03-11-2025,21,424,₹ 210.00,6538,433
6539,30-10-2025,62,2339,₹ 620.00,6539,88
6540,13-07-2025,23,1053,₹ 230.00,6540,269
6541,28-07-2025,2,777,₹ 20.00,6541,222
6542,17-04-2025,46,1413,₹ 460.00,6542,491
6543,02-08-2025,1,1234,₹ 10.00,6543,324
6544,18-05-2025,71,3555,₹ 710.00,6544,299
6545,30-01-2025,9,4282,₹ 90.00,6545,107
6546,26-09-2025,63,2909,₹ 630.00,6546,352
6547,22-08-2025,37,1961,₹ 370.00,6547,323
6548,21-06-2025,39,76,₹ 390.00,6548,405
6549,27-01-2025,45,1728,₹ 450.00,6549,201
6550,28-08-2025,93,3945,₹ 930.00,6550,331
6551,03-03-2025,72,1393,₹ 720.00,6551,22
6552,15-10-2025,37,2435,₹ 370.00,6552,219
6553,23-03-2025,87,1042,₹ 870.00,6553,161
6554,22-03-2025,52,2560,₹ 520.00,6554,144
6555,31-03-2025,61,2595,₹ 610.00,6555,280
6556,12-08-2025,65,3084,₹ 650.00,6556,42
6557,26-07-2025,44,4513,₹ 440.00,6557,275
6558,04-07-2025,13,3605,₹ 130.00,6558,495
6559,26-06-2025,22,1102,₹ 220.00,6559,24
6560,14-01-2025,26,2691,₹ 260.00,6560,270
6561,17-08-2025,73,998,₹ 730.00,6561,146
6562,26-06-2025,52,2620,₹ 520.00,6562,138
6563,22-06-2025,72,3148,₹ 720.00,6563,406
6564,08-02-2025,44,811,₹ 440.00,6564,70
